Code	EconomicType	FgTitle	StateTitle	LgTitle	ACCOUNT TYPE	LEVEL	TYPE
27	Expenditures	BAD DEBTS CHARGES	BAD DEBTS CHARGES	BAD DEBTS CHARGES	EXPENDITURE	2	GENERAL
2701	Expenditures	BAD DEBTS CHARGES	BAD DEBTS CHARGES	BAD DEBTS CHARGES	EXPENDITURE	3	GENERAL
270101	Expenditures	FOREIGN BAD DEBTS CHARGES	FOREIGN BAD DEBTS CHARGES	FOREIGN BAD DEBTS CHARGES	EXPENDITURE	4	GENERAL
27010101	Expenditures	BILATERAL BAD DEBTS CHARGES	BILATERAL BAD DEBTS CHARGES	BILATERAL BAD DEBTS CHARGES	EXPENDITURE	5	DETAIL
270102	Expenditures	DOMESTIC BAD DEBTS CHARGES	DOMESTIC BAD DEBTS CHARGES	DOMESTIC BAD DEBTS CHARGES	EXPENDITURE	4	GENERAL
27010201	Expenditures	BAD DEBTS CHARGES - STATES	BAD DEBTS CHARGES - STATES	BAD DEBTS CHARGES - STATES	EXPENDITURE	5	DETAIL
27010202	Expenditures	BAD DEBTS CHARGES - LOCAL GOVERNMENTS	BAD DEBTS CHARGES - LOCAL GOVERNMENTS	BAD DEBTS CHARGES - LOCAL GOVERNMENTS	EXPENDITURE	5	DETAIL
27010203	Expenditures	BAD DEBTS CHARGES -  MINISTRIES, DEPARTMENTS & AGENCIES	BAD DEBTS CHARGES -  MINISTRIES, DEPARTMENTS & AGENCIES	BAD DEBTS CHARGES -  MINISTRIES, DEPARTMENTS & AGENCIES	EXPENDITURE	5	DETAIL
27010204	Expenditures	BAD DEBTS CHARGES - COMMERCIAL DEBTS	BAD DEBTS CHARGES - COMMERCIAL DEBTS	BAD DEBTS CHARGES - COMMERCIAL DEBTS	EXPENDITURE	5	DETAIL
27010205	Expenditures	BAD DEBTS CHARGES - OTHER DEBTS	BAD DEBTS CHARGES - OTHER DEBTS	BAD DEBTS CHARGES - OTHER DEBTS	EXPENDITURE	5	DETAIL
28	Expenditures	LOSS ON DISPOSAL	LOSS ON DISPOSAL	LOSS ON DISPOSAL	EXPENDITURE	2	GENERAL
2801	Expenditures	LOSS ON DISPOSAL OF ASSET	LOSS ON DISPOSAL OF ASSET	LOSS ON DISPOSAL OF ASSET	EXPENDITURE	3	GENERAL
280101	Expenditures	LOSS ON DISPOSAL OF ASSET - PPE	LOSS ON DISPOSAL OF ASSET - PPE	LOSS ON DISPOSAL OF ASSET - PPE	EXPENDITURE	4	GENERAL
28010101	Expenditures	LOSS ON DISPOSAL OF ASSET - PPE	LOSS ON DISPOSAL OF ASSET - PPE	LOSS ON DISPOSAL OF ASSET - PPE	EXPENDITURE	5	DETAIL
280102	Expenditures	LOSS ON DISPOSAL OF ASSET - INVESTMENT PROPERTY	LOSS ON DISPOSAL OF ASSET - INVESTMENT PROPERTY	LOSS ON DISPOSAL OF ASSET - INVESTMENT PROPERTY	EXPENDITURE	4	GENERAL
28010201	Expenditures	LOSS ON DISPOSAL OF ASSET - INVESTMENT PROPERTY	LOSS ON DISPOSAL OF ASSET - INVESTMENT PROPERTY	LOSS ON DISPOSAL OF ASSET - INVESTMENT PROPERTY	EXPENDITURE	5	DETAIL
280103	Expenditures	LOSS ON DISPOSAL OF ASSET - INTANGIBLE	LOSS ON DISPOSAL OF ASSET - INTANGIBLE	LOSS ON DISPOSAL OF ASSET - INTANGIBLE			
28010301	Expenditures	LOSS ON DISPOSAL OF ASSET - INTANGIBLE	LOSS ON DISPOSAL OF ASSET - INTANGIBLE	LOSS ON DISPOSAL OF ASSET - INTANGIBLE			
280104	Expenditures	LOSS ON SWAPPED  ASSET	LOSS ON SWAPPED  ASSET	LOSS ON SWAPPED  ASSET			
28010401	Expenditures	LOSS ON SWAPPED  ASSET	LOSS ON SWAPPED  ASSET	LOSS ON SWAPPED  ASSET			
280105	Expenditures	LOSS ON SWAPPED  SERVICES	LOSS ON SWAPPED  SERVICES	LOSS ON SWAPPED  SERVICES			
28010501	Expenditures	LOSS ON SWAPPED  SERVICES	LOSS ON SWAPPED  SERVICES	LOSS ON SWAPPED  SERVICES			
31	Assets	CURRENT ASSETS	CURRENT ASSETS	CURRENT ASSETS	ASSET	2	GENERAL
3101	Assets	CASH/BANK BALANCES HELD BY AGF	CASH/BANK BALANCES HELD BY AG	CASH/BANK BALANCES HELD BY TREASURER	ASSET	3	GENERAL
310101	Assets	CONSOLIDATED REVENUE FUND	CONSOLIDATED REVENUE FUND	CONSOLIDATED REVENUE FUND	ASSET	4	GENERAL
31010101	Assets	OAGF CASH BALANCE: CONSOLIDATED REVENUE FUND	CASH BALANCE: CONSOLIDATED REVENUE FUND	CASH BALANCE: CONSOLIDATED REVENUE FUND	ASSET	5	DETAIL
310102	Assets			ASSET	4	GENERAL
31010201	Assets			ASSET	5	DETAIL
310103	Assets	CONTIGENCY FUND	CONTIGENCY FUND	CONTIGENCY FUND	ASSET	4	GENERAL
31010301	Assets	OAGF CASH BALANCE: CONTIGENCY FUND	CASH BALANCE: CONTIGENCY FUND	CASH BALANCE: CONTIGENCY FUND	ASSET	5	DETAIL
310104	Assets			ASSET	4	GENERAL
31010401	Assets			ASSET	5	DETAIL
310105	Assets	TSA-ACCOUNT CASH BALANCE	TSA-ACCOUNT CASH BALANCE	TSA-ACCOUNT CASH BALANCE			
31010501	Assets					
31010502	Assets					
31010503	Assets					
31010504	Assets					
3102	Assets	CASH AND BANK BALANCES HELD BY MDAs	CASH AND BANK BALANCES HELD BY MDAs/SUB-TREASURIES	CASH AND BANK BALANCES HELD BY DEPTS	ASSET	3	GENERAL
310201	Assets	CASH AND BANK BALANCES HELD BY MDAs	CASH AND BANK BALANCES HELD BY MDAs/SUB-TREASURIES	CASH AND BANK BALANCES HELD BY DEPTS	ASSET	4	GENERAL
31020101	Assets	CASH BALANCE: CAPITAL	CASH BALANCE: CAPITAL	CASH BALANCE: CAPITAL	ASSET	5	DETAIL
31020102	Assets	CASH BALANCE: PERSONNEL	CASH BALANCE: PERSONNEL	CASH BALANCE: PERSONNEL	ASSET	5	DETAIL
31020103	Assets	CASH BALANCE: OVERHEAD	CASH BALANCE: OVERHEAD	CASH BALANCE: OVERHEAD	ASSET	5	DETAIL
31020104	Assets	CASH BALANCE: REVENUE	CASH BALANCE: REVENUE	CASH BALANCE: REVENUE	ASSET	5	DETAIL
31020105	Assets			ASSET	5	DETAIL
31020106	Assets	CASH BALANCE: AID & GRANTS	CASH BALANCE: AIDS & GRANTS	CASH BALANCE: AIDS & GRANTS	ASSET	5	DETAIL
31020107	Assets	CASH BALANCE: LOANS	CASH BALANCE: LOANS	CASH BALANCE: LOANS	ASSET	5	DETAIL
31020108	Assets	CASH BALANCE: OTHER FUNDS	CASH BALANCE: OTHER FUNDS	CASH BALANCE: OTHER FUNDS	ASSET	5	DETAIL
3103	Assets			ASSET	3	GENERAL
310301	Assets			ASSET	4	GENERAL
31030101	Assets			ASSET	5	DETAIL
310302	Assets			ASSET	4	GENERAL
31030201	Assets			ASSET	5	DETAIL
31030202	Assets			ASSET	5	DETAIL
31030203	Assets			ASSET	5	DETAIL
31030204	Assets			ASSET	5	DETAIL
31030205	Assets			ASSET	5	DETAIL
31030206	Assets			ASSET	5	DETAIL
31030207	Assets			ASSET	5	DETAIL
310303	Assets			ASSET	4	GENERAL
31030301	Assets			ASSET	5	DETAIL
3104	Assets	INTERNAL CASH TRANSFERS	INTERNAL CASH TRANSFERS	INTERNAL CASH TRANSFERS	ASSET	3	GENERAL
310401	Assets	INTERNAL CASH TRANSFER - GENERAL	INTERNAL CASH TRANSFER - GENERAL	INTERNAL CASH TRANSFER - GENERAL	ASSET	4	GENERAL
31040101	Assets	CASH TRANSFER TO OUTSTATIONS	CASH TRANSFER TO OUTSTATIONS	CASH TRANSFER TO OUTSTATIONS	ASSET	5	DETAIL
31040102	Assets	INTER ACCOUNT TRANSFERS	INTER ACCOUNT TRANSFERS	INTER ACCOUNT TRANSFERS	ASSET	5	DETAIL
31040103	Assets	INTER-MDA  CASH TRANSFER	INTER-MDA  CASH TRANSFER	INTER-DEPT.   CASH TRANSFER	ASSET	5	DETAIL
31040104	Assets	REVENUE REMITTANCE	REVENUE REMITTANCE	REVENUE REMITTANCE	ASSET	5	DETAIL
31040105	Assets					
31040106	Assets					
3105	Assets	INVENTORIES	INVENTORIES	INVENTORIES	ASSET	3	GENERAL
310501	Assets	INVENTORIES	INVENTORIES	INVENTORIES	ASSET	4	GENERAL
31050101	Assets	ENGINEERING STORES	ENGINEERING STORES	ENGINEERING STORES	ASSET	5	DETAIL
31050102	Assets	MEDICAL STORES	MEDICAL STORES	MEDICAL STORES	ASSET	5	DETAIL
31050103	Assets	INDUSTRIAL & ASSORTED CHEMICAL STORES	INDUSTRIAL & CHEMICAL STORES	INDUSTRIAL & CHEMICAL STORES	ASSET	5	DETAIL
31050104	Assets	AMORY STORES (AMMUNITION, ETC)	AMORY STORES (AMMUNITION, ETC)	AMORY STORES (AMMUNITION, ETC)	ASSET	5	DETAIL
31050105	Assets	FUEL & LUBRICANTS	FUEL & LUBRICANTS	FUEL & LUBRICANTS	ASSET	5	DETAIL
31050106	Assets	AGRICULTURAL INPUTS	AGRICULTURAL INPUTS	AGRICULTURAL INPUTS	ASSET	5	DETAIL
31050107	Assets	FARM STOCK	FARM STOCK	FARM STOCK	ASSET	5	DETAIL
31050108	Assets	SCHOLASTIC MATERIALS	SCHOLASTIC MATERIALS	SCHOLASTIC MATERIALS	ASSET	5	DETAIL
31050109	Assets	STATIONERIES STORES	STATIONERIES STORES	STATIONERIES STORES	ASSET	5	DETAIL
31050110	Assets	PRINTED MATERIALS	PRINTED MATERIALS	PRINTED MATERIALS	ASSET	5	DETAIL
31050111	Assets	BUILDING MATERIALS	BUILDING MATERIALS	BUILDING MATERIALS	ASSET	5	DETAIL
31050112	Assets	STRATEGIC STOCK PILES	STRATEGIC STOCK PILES	STRATEGIC STOCK PILES	ASSET	5	DETAIL
31050113	Assets	UNISSUED CURRENCY	UNISSUED CURRENCY	UNISSUED CURRENCY	ASSET	5	DETAIL
31050114	Assets	STAMPS	STAMPS	STAMPS	ASSET	5	DETAIL
31050115	Assets	PROPERTY HELD FOR SALE	PROPERTY HELD FOR SALE	PROPERTY HELD FOR SALE	ASSET	5	DETAIL
31050116	Assets	AIRCRAFT SPARE STORE	AIRCRAFT SPARE STORE	AIRCRAFT SPARE STORE	ASSET	5	DETAIL
31050117	Assets	COMPUTER/INFORMATION TECHNOLOGY STORE	COMPUTER/INFORMATION TECHNOLOGY STORE	COMPUTER/INFORMATION TECHNOLOGY STORE			
31050118	Assets	PROVISIONAL STORE	PROVISIONAL STORE	PROVISIONAL STORE			
31050119	Assets	EQUIPMENT STORE	EQUIPMENT STORE	EQUIPMENT STORE			
31050120	Assets	PROJECTS STORE (IPPIS, GIFMIS, IPSAS , ETC)	PROJECTS STORE (IPPIS, GIFMIS, IPSAS , ETC)	PROJECTS STORE (IPPIS, GIFMIS, IPSAS , ETC)			
31050121	Assets	ELECTRICAL/ELECTRONIC STORE	ELECTRICAL/ELECTRONIC STORE	ELECTRICAL/ELECTRONIC STORE			
31050122	Assets	GRAINS STORE	GRAINS STORE	GRAINS STORE			
31050123	Assets	PERISHABLE STORE	PERISHABLE STORE	PERISHABLE STORE			
31050124	Assets	MOTOR SPARE STORE	MOTOR SPARE STORE	MOTOR SPARE STORE			
31050125	Assets	RAIL SPARE STORE	RAIL SPARE STORE	RAIL SPARE STORE			
31050126	Assets	SHIP SPARE STORE	SHIP SPARE STORE	SHIP SPARE STORE			
31050127	Assets	FURNITURE STORE	FURNITURE STORE	FURNITURE STORE			
31050128	Assets	PLANT/ EQUIPMENT STORE	PLANT/ EQUIPMENT STORE	PLANT/ EQUIPMENT STORE			
31050129	Assets	PLANT/ EQUIPMENT SPARE STORE	PLANT/ EQUIPMENT SPARE STORE	PLANT/ EQUIPMENT SPARE STORE			
31050130	Assets	ANIMAL FEED STORE	ANIMAL FEED STORE	ANIMAL FEED STORE			
31050131	Assets	VETERINARY STORE	VETERINARY STORE	VETERINARY STORE			
31050132	Assets	CLASS WARE/APPARATUS STORE	CLASS WARE/APPARATUS STORE	CLASS WARE/APPARATUS STORE			
31050133	Assets	LABORATORY EQUIPMENT STORE	LABORATORY EQUIPMENT STORE	LABORATORY EQUIPMENT STORE			
31050134	Assets	UNIFORM STORE	UNIFORM STORE	UNIFORM STORE			
31050135	Assets	OTHER STOCK	OTHER STOCK	OTHER STOCK			
310502	Assets	WORK-IN-PROGRESS	WORK-IN-PROGRESS	WORK-IN-PROGRESS	ASSET	4	GENERAL
31050201	Assets	WORK-IN-PROGRESS	WORK-IN-PROGRESS	WORK-IN-PROGRESS	ASSET	5	DETAIL
3106	Assets	RECEIVABLES	RECEIVABLES	RECEIVABLES	ASSET	3	GENERAL
310601	Assets	PERSONNAL ADVANCES	PERSONAL ADVANCES	PERSONAL ADVANCES	ASSET	4	GENERAL
31060101	Assets	PERSONNAL ADVANCES	PERSONAL ADVANCES	PERSONAL ADVANCES	ASSET	5	DETAIL
310602	Assets	ADMINISTRATIVE ADVANCES	ADMINISTRATIVE ADVANCES	ADMINISTRATIVE ADVANCES	ASSET	4	GENERAL
31060201	Assets	ADMINISTRATIVE ADVANCES	ADMINISTRATIVE ADVANCES	ADMINISTRATIVE ADVANCES	ASSET	5	DETAIL
310603	Assets	IMPRESTS	IMPRESTS	IMPRESTS	ASSET	3	GENERAL
31060301	Assets	IMPRESTS	IMPRESTS	IMPRESTS	ASSET	5	DETAIL
310604	Assets	REVENUE IN ARREARS				
31060401	Assets	REVENUE IN ARREARS				
3107	Assets					
310701	Assets					
31070101	Assets					
31070102	Assets					
310702	Assets					
31070201	Assets					
31070202	Assets					
3108	Assets	PREPAYMENT	PREPAYMENT	PREPAYMENT	ASSET	3	GENERAL
310801	Assets	PREPAYMENT- GENERAL	PREPAYMENT- GENERAL	PREPAYMENT- GENERAL	ASSET	4	GENERAL
31080101	Assets	PREPAYMENT	PREPAYMENT	PREPAYMENT	ASSET	5	DETAIL
310802	Assets			ASSET	4	GENERAL
31080201	Assets			ASSET	5	DETAIL
3109	Assets	INVESTMENTS	INVESTMENTS	INVESTMENTS	ASSET	3	GENERAL
310901	Assets	LOCAL INVESTMENTS	LOCAL INVESTMENTS	LOCAL INVESTMENTS	ASSET	4	GENERAL
31090101	Assets	LOCAL INVESTMENTS: QUOTED COMPANIES	LOCAL INVESTMENTS: QUOTED COMPANIES	LOCAL INVESTMENTS: QUOTED COMPANIES	ASSET	5	DETAIL
31090102	Assets	LOCAL INVESTMENTS: NON QUOTED COMPANIES	LOCAL INVESTMENTS: NON QUOTED COMPANIES	LOCAL INVESTMENTS: NON QUOTED COMPANIES	ASSET	5	DETAIL
31090103	Assets	INVESTMENT IN NIGERIAN TREASURY BILLS (NTBs)	INVESTMENT IN NIGERIAN TREASURY BILLS (NTBs)	INVESTMENT IN NIGERIAN TREASURY BILLS (NTBs)	ASSET	5	DETAIL
31090104	Assets	INVESTMENT IN TREASURY BILLS OF OTHER GOVERNMENTS	INVESTMENT IN TREASURY BILLS OF OTHER GOVERNMENTS	INVESTMENT IN TREASURY BILLS OF OTHER GOVERNMENTS	ASSET	5	DETAIL
31090105	Assets	INVESTMENT IN TREASURY BONDS	INVESTMENT IN TREASURY BONDS	INVESTMENT IN TREASURY BONDS	ASSET	5	DETAIL
31090106	Assets	INVESTMENT IN DERIVIATIVES	INVESTMENT IN DERIVIATIVES	INVESTMENT IN DERIVIATIVES	ASSET	5	DETAIL
31090107	Assets	INVESTMENT IN PUBLIC CORPORATIONS	INVESTMENT IN PUBLIC CORPORATIONS	INVESTMENT IN PUBLIC CORPORATIONS			
310902	Assets	FOREIGN INVESTMENTS	FOREIGN  INVESTMENTS	FOREIGN  INVESTMENTS	ASSET	4	GENERAL
31090201	Assets	FOREIGN INVESTMENTS: QUOTED COMPANIES	FOREIGN INVESTMENTS: QUOTED COMPANIES	FOREIGN INVESTMENTS: QUOTED COMPANIES	ASSET	5	DETAIL
31090202	Assets	FOREIGN INVESTMENTS: NON QUOTED COMPANIES	FOREIGN INVESTMENTS: NON QUOTED COMPANIES	FOREIGN INVESTMENTS: NON QUOTED COMPANIES	ASSET	5	DETAIL
3110	Assets	LOANS GRANTED	LOANS GRANTED	LOANS GRANTED	ASSET	3	GENERAL
311001	Assets	LOCAL LOANS	LOCAL LOANS	LOCAL LOANS	ASSET	4	GENERAL
31100101	Assets	LOAN TO STATE GOVERNMENTS	LOAN TO OTHER STATE GOVERNMENTS	LOAN TO STATE GOVERNMENTS	ASSET	5	DETAIL
31100102	Assets	LOAN TO LOCAL GOVERNMENTS	LOAN TO LOCAL GOVERNMENTS	LOAN TO OTHER LOCAL GOVERNMENTS	ASSET	5	DETAIL
31100103	Assets	LOAN TO GOVERNMENT OWNED COMPANIES	LOAN TO GOVERNMENT OWNED COMPANIES	LOAN TO GOVERNMENT OWNED COMPANIES	ASSET	5	DETAIL
31100104	Assets	LOAN TO PRIVATE COMPANIES	LOAN TO PRIVATE COMPANIES	LOAN TO PRIVATE COMPANIES	ASSET	5	DETAIL
311002	Assets	FOREIGN LOANS	FOREIGN LOANS	FOREIGN LOANS	ASSET	4	GENERAL
31100201	Assets	LOAN TO FOREIGN GOVERNMENTS	LOAN TO FOREIGN GOVERNMENTS	LOAN TO FOREIGN GOVERNMENTS	ASSET	5	DETAIL
31100202	Assets	LOAN TO FOREIGN/INTERNATIONAL ORGANIZATIONS	LOAN TO FOREIGN/INTERNATIONAL ORGANIZATIONS	LOAN TO FOREIGN/INTERNATIONAL ORGANIZATIONS	ASSET	5	DETAIL
31100203	Assets	LOAN TO FOREIGN COMPANIES	LOAN TO FOREIGN COMPANIES	LOAN TO FOREIGN COMPANIES	ASSET	5	DETAIL
32	Assets	NON-CURRENT ASSETS	NON-CURRENT ASSETS	NON-CURRENT ASSETS	ASSET	2	GENERAL
3201	Assets	PROPERTY, PLANT & EQUIPMENT	PROPERTY, PLANT & EQUIPMENT	PROPERTY, PLANT & EQUIPMENT	ASSET	3	GENERAL
320101	Assets	LAND & BUILDING - GENERAL	LAND & BUILDING - GENERAL	LAND & BUILDING - GENERAL	ASSET	4	GENERAL
32010101	Assets	LAND & BUILDINGS - ADMINISTRATIVE	LAND & BUILDINGS - ADMINISTRATIVE	LAND & BUILDINGS - ADMINISTRATIVE	ASSET	5	DETAIL
32010102	Assets	LAND & BUILDINGS - RESIDENTIAL	LAND & BUILDINGS - RESIDENTIAL	LAND & BUILDINGS - RESIDENTIAL	ASSET	5	DETAIL
32010103	Assets	SILOS	SILOS	SILOS	ASSET	5	DETAIL
32010104	Assets	OTHER STORAGE FACILITIES	OTHER STORAGE FACILITIES	OTHER STORAGE FACILITIES	ASSET	5	DETAIL
320102	Assets	INFRASTRUCTURE - GENERAL	INFRASTRUCTURE - GENERAL	INFRASTRUCTURE - GENERAL	ASSET	4	GENERAL
32010201	Assets	RAILS	RAILS	RAILS	ASSET	5	DETAIL
32010202	Assets	ROADS & BRIDGES	ROADS & BRIDGES	ROADS & BRIDGES	ASSET	5	DETAIL
32010203	Assets	AIRPORTS	AIRPORTS	AIRPORTS	ASSET	5	DETAIL
32010204	Assets	HARBOURS/ SEA PORTS/ JETTIES	HARBOURS/ SEA PORTS/ JETTIES	HARBOURS/ SEA PORTS/ JETTIES	ASSET	5	DETAIL
32010205	Assets	ZOOS, PARKS & RESERVES	ZOOS, PARKS & RESERVES	ZOOS, PARKS & RESERVES	ASSET	5	DETAIL
32010206	Assets	SECURITY INSTALLATIONS/ EQUIPMENT	SECURITY INSTALLATIONS/ EQUIPMENT	SECURITY INSTALLATIONS/ EQUIPMENT	ASSET	5	DETAIL
32010207	Assets	ELECTRICITY TRANSMISSION NETWORK	ELECTRICITY TRANSMISSION NETWORK	ELECTRICITY TRANSMISSION NETWORK	ASSET	5	DETAIL
32010208	Assets	WATER DISTRIBUTION NETWORK	WATER DISTRIBUTION NETWORK	WATER DISTRIBUTION NETWORK	ASSET	5	DETAIL
32010209	Assets	SEWAGE/ DRAINAGE NETWORK	SEWAGE/ DRAINAGE NETWORK	SEWAGE/ DRAINAGE NETWORK	ASSET	5	DETAIL
32010210	Assets	DAMS	DAMS	DAMS	ASSET	5	DETAIL
32010211	Assets	SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	ASSET	5	DETAIL
32010212	Assets	MONUMENTS	MONUMENTS	MONUMENTS			
32010213	Assets	HERITAGE ASSETS	HERITAGE ASSETS	HERITAGE ASSETS			
32010214	Assets	BOREHOLES & OTHER WATER FACILITIES	BOREHOLES & OTHER WATER FACILITIES	BOREHOLES & OTHER WATER FACILITIES			
32010215	Assets	WASTE DISPOSAL EQUIPMENTS	WASTE DISPOSAL EQUIPMENTS	WASTE DISPOSAL EQUIPMENTS			
320103	Assets	PLANT & MACHINERY - GENERAL	PLANT & MACHINERY - GENERAL	PLANT & MACHINERY - GENERAL	ASSET	4	GENERAL
32010301	Assets	EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	ASSET	5	DETAIL
32010302	Assets	INDUSTRIAL EQUIPMENT	INDUSTRIAL EQUIPMENT	INDUSTRIAL EQUIPMENT	ASSET	5	DETAIL
32010303	Assets	NAVIGATIONAL EQUIPMENT	NAVIGATIONAL EQUIPMENT	NAVIGATIONAL EQUIPMENT	ASSET	5	DETAIL
32010304	Assets	POWER PLANTS	POWER PLANTS	POWER PLANTS	ASSET	5	DETAIL
32010305	Assets	POWER GENERATING SETS	POWER GENERATING SETS	POWER GENERATING SETS	ASSET	5	DETAIL
32010306	Assets	BROADCAST & COMMUNICATION EQUIPMENTS				
320104	Assets	TRANSPORTATION EQUIPMENT - GENERAL	FIXED ASSETS - GENERAL	FIXED ASSETS - GENERAL	ASSET	4	GENERAL
32010401	Assets	SHIPS	SHIPS	SHIPS	ASSET	5	DETAIL
32010402	Assets	AIR CRAFTS	AIR CRAFTS	AIR CRAFTS	ASSET	5	DETAIL
32010403	Assets	TRAINS	TRAINS	TRAINS	ASSET	5	DETAIL
32010404	Assets	BOATS	BOATS	BOATS	ASSET	5	DETAIL
32010405	Assets	MOTOR VEHICLES	MOTOR VEHICLES	MOTOR VEHICLES	ASSET	5	DETAIL
32010406	Assets	TRICYCLE	TRICYCLE	TRICYCLE	ASSET	5	DETAIL
32010407	Assets	MOTOR CYCLES	MOTOR CYCLES	MOTOR CYCLES	ASSET	5	DETAIL
32010408	Assets	BICYCLE	BICYCLE	BICYCLE	ASSET	5	DETAIL
320105	Assets	OFFICE EQUIPMENT - GENERAL	OFFICE EQUIPMENT - GENERAL	OFFICE EQUIPMENT - GENERAL	ASSET	4	GENERAL
32010501	Assets	COMPUTERS	COMPUTERS	COMPUTERS	ASSET	5	DETAIL
32010502	Assets	PRINTERS	PRINTERS	PRINTERS	ASSET	5	DETAIL
32010503	Assets	SCANNERS	SCANNERS	SCANNERS	ASSET	5	DETAIL
32010504	Assets	FAX MACHINE	FAX MACHINE	FAX MACHINE	ASSET	5	DETAIL
32010505	Assets	PHOTOCOPIERS	PHOTOCOPIERS	PHOTOCOPIERS	ASSET	5	DETAIL
32010506	Assets	TYPE-WRITERS	TYPE-WRITERS	TYPE-WRITERS	ASSET	5	DETAIL
32010507	Assets	SHREDDING MACHINES	SHREDDING MACHINES	SHREDDING MACHINES	ASSET	5	DETAIL
32010508	Assets	PROJECTORS	PROJECTORS	PROJECTORS			
32010509	Assets	BINDING EQUIPMENT	BINDING EQUIPMENT	BINDING EQUIPMENT			
320106	Assets	FURNITURE & FITTINGS - GENERAL	FURNITURE & FITTINGS - GENERAL	FURNITURE & FITTINGS - GENERAL	ASSET	4	GENERAL
32010601	Assets	CHAIRS	CHAIRS	CHAIRS	ASSET	5	DETAIL
32010602	Assets	TABLES	TABLES	TABLES	ASSET	5	DETAIL
32010603	Assets	SAFES/ FILE CABINETS/ CUPBOARDS	SAFES/ FILE CABINETS/ CUPBOARDS	SAFES/ FILE CABINETS/ CUPBOARDS	ASSET	5	DETAIL
32010604	Assets	TELEVISION SETS	TELEVISION SETS	TELEVISION SETS			
32010605	Assets	RADIO SETS	RADIO SETS	RADIO SETS			
32010606	Assets	AIR CONDITIONER	AIR CONDITIONER	AIR CONDITIONER			
32010607	Assets	STOOLS	STOOLS	STOOLS	ASSET	5	DETAIL
32010608	Assets	SHELVES	SHELVES	SHELVES	ASSET	5	DETAIL
32010609	Assets	CEILING FANS	CEILING FANS	CEILING FANS	ASSET	5	DETAIL
32010610	Assets	REFRIDGERATORS	REFRIDGERATORS	REFRIDGERATORS			
320107	Assets	SERVICE CONCESSION ASSETS (PPP)-GENERAL	SERVICE CONCESSION ASSETS (PPP)-GENERAL	SERVICE CONCESSION ASSETS (PPP)-GENERAL			
32010701	Assets	SERVICE CONCESSION ASSETS (PPP)	SERVICE CONCESSION ASSETS (PPP)	SERVICE CONCESSION ASSETS (PPP)			
320108	Assets	LEASED ASSETS-FINANCE LEASE	LEASED ASSETS-FINANCE LEASE	LEASED ASSETS-FINANCE LEASE			
32010801	Assets	LEASED ASSETS	LEASED ASSETS	LEASED ASSETS			
320109	Assets	SPECIALISED ASSETS-GENERAL	SPECIALISED ASSETS-GENERAL	SPECIALISED ASSETS-GENERAL			
32010901	Assets	MILITARY EQUIPMENTS	MILITARY EQUIPMENTS	MILITARY EQUIPMENTS			
32010902	Assets	POLICE/PARA-MILITARY EQUIPMENTS	POLICE/PARA-MILITARY EQUIPMENTS	POLICE/PARA-MILITARY EQUIPMENTS			
32010903	Assets	BIOLOGICAL ASSETS	BIOLOGICAL ASSETS	BIOLOGICAL ASSETS			
32010904	Assets	LABORATORY/MEDICAL EQUIPMENTS	LABORATORY/MEDICAL EQUIPMENTS	LABORATORY/MEDICAL EQUIPMENTS			
320110	Assets	ASSETS-UNDER-CONSTRUCTION	ASSETS-UNDER-CONSTRUCTION	ASSETS-UNDER-CONSTRUCTION			
32011001	Assets	ASSETS-UNDER-CONSTRUCTION	ASSETS-UNDER-CONSTRUCTION	ASSETS-UNDER-CONSTRUCTION			
3202	Assets	INVESTMENT PROPERTY	INVESTMENT PROPERTY	INVESTMENT PROPERTY	ASSET	3	GENERAL
320201	Assets	LAND & BUILDING - GENERAL	LAND & BUILDING - GENERAL	LAND & BUILDING - GENERAL	ASSET	4	GENERAL
32020101	Assets	LAND & BUILDINGS - OFFICE	LAND & BUILDINGS - OFFICE	LAND & BUILDINGS - OFFICE	ASSET	5	DETAIL
32020102	Assets	LAND & BUILDINGS - RESIDENTIAL	LAND & BUILDINGS - RESIDENTIAL	LAND & BUILDINGS - RESIDENTIAL	ASSET	5	DETAIL
32020103	Assets	SILOS	SILOS	SILOS	ASSET	5	DETAIL
32020104	Assets	OTHER STORAGE FACILITIES	OTHER STORAGE FACILITIES	OTHER STORAGE FACILITIES	ASSET	5	DETAIL
3203	Assets	INTANGIBLE ASSETS	INTANGIBLE ASSETS	INTANGIBLE ASSETS	ASSET	2	GENERAL
320301	Assets	INTANGIBLE ASSETS	INTANGIBLE ASSETS	INTANGIBLE ASSETS	ASSET	3	GENERAL
32030101	Assets	GOODWILL (ACQUIRED)	GOODWILL (ACQUIRED)	GOODWILL (ACQUIRED)	ASSET	5	DETAIL
32030102	Assets	PATENT RIGHT	PATENT RIGHT	PATENT RIGHT	ASSET	5	DETAIL
32030103	Assets	COPYRIGHT	COPYRIGHT	COPYRIGHT	ASSET	5	DETAIL
